disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000511,News Lab (Google News Initiative),https://newsinitiative.withgoogle.com/intl/en_gb/google-news-lab/,"Through the News Lab, the Google News Initiative is developing partnerships and providing training on contemporary issues in journalism. Trust and misinformation are News Lab priorities, and the organization provides support for initiatives like the Trust Project, First Draft, and Cross Check. Through the Digital News Innovation Fund, the Google News Initiative is providing support for European projects tackling challenges in the digital news environment, including a project called Digger, which aims to create audio forensic technologies that can assist in detecting deepfakes. Google is also integrating tagging strategies into Google News articles in some countries and modifying its algorithm to punish hate speech and disinformation in search results.",,Technology,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000512,News Literacy Project (NLP),https://newslit.org/,NLP creates digital media literacy curriculum for American middle and high school students. NLP also provides professional development programming for educators and journalists aimed at improving news literacy education.,,Civil Society/NGO,Fact checking,Education (public),,,,North America,USA,,Y,Y,,,
G000513,News UK,,,,,,,,,,,,,,,,,
G000514,NewsCheck,https://www.newscheck.com/,NewsCheck is an organization analyzing existing journalistic ethics codes and building an artificial intelligence-enhanced system for reviewing and scoring online content.,Yes,Civil Society/NGO,Fact checking,Journalism,,,,Global,USA,,Y,Y,,,
G000515,NewsFrames at Global Voices,,,,,,,,,,,,,Y,N,,,
G000516,NewsGuard,https://www.newsguardtech.com/,"Based on the input of journalists and editors, NewsGuard has developed a rating system for assessing the trustworthiness of websites based on nine journalistic criteria. The company also provides a ""nutrition label,"" detailing how websites perform against the criteria. NewsGuard's website also includes free news literacy resources for educators, libraries, and parents.",Yes,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,,Y,Y,,,
G000517,NewsMobile Fact Checker,http://newsmobile.in/articles/category/nm-fact-checker/,"Fact Checker is the fact-checking arm of NewsMobile, an Indian media organization. Fact Checker is a member of the International Fact-Checking Network and one of Facebook's Third-Party Fact Checkers.",,Media,Fact checking,Journalism,,,,Asia,India,,Y,Y,,,
G000518,NewsQ,,,,,,,,,,,,,Y,N,,,
G000519,NewsTracker,,,,,,,,,,,,,Y,N,,,
G000520,NewsWhip,https://www.newswhip.com/,"NewsWhip is a social media engagement tracking firm that tracks content by amount and location of user engagement, as well as audience interests and changes in interest over time. NewsWhip specializes in monitoring real-time information about the spread of information and the actors behind it, and can help NGOs, news organizations, universities, and other civil society members to address the challenges of misinformation.",Yes,Technology,,,,,,Global,Ireland,,N,Y,,,
G000521,Newtral,https://www.newtral.es/zona-verificacion/fact-check/,,,Civil Society,Factchecking & Journalism,,,,,Europe,Spain,,N,N,,,
G000522,Newtral para Atresmedia Televisión,https://www.lasexta.com/programas/el-objetivo/,Newtral conducts fact-checking of statements made by politicians and public figures in Spain. The organization is one Facebook's Third-Party Fact-Checkers. El Objetivo de Ana Pastor is a fact checking and data journalism driven television program broadcast on laSexta every Sunday evening.,,Media,Fact checking,Journalism,,,,Europe,Spain,,Y,Y,,,
G000523,NewYork Times,,,,,,,,,,,,,,,,,
G000524,Nisos,https://www.nisos.com,"Nisos offers managed intelligence solutions to help companies mitigate advanced threat actors, stop platform abuse, counter disinformation, mitigate insider threats and conduct due diligence.",Yes,Technology,Investigations,,,,,North America,USA,,N,Y,,,
G000525,Nobias,https://nobias.com/,Nobias is a broswer extension that assesses the potential biases and credibility of news articles.,Yes,Technology,Fact checking,Journalism,,,,North America,USA,,Y,Y,,,
G000526,Nobl Media,https://www.wearenobl.com/,"Formerly Trustium. Trustium is a software-as-a-service company that uses artificial intelligence tools to help advertisers ensure that their ads are placed on trustworthy, credible sites.",Yes,Technology,,,,,,Global,USA,,Y,Y,,,
G000527,Northeastern University,,,,,,,,,,,,,,,,,
G000528,Northeastern University: Network Science Institute (NetSI),https://www.networkscienceinstitute.org/,"NetSI is dedicated to measuring and modeling network properties to better understand physical, social, informational, and technical systems. NetSI received a grant to launch the Center for an Informed Society, which will apply computational social science methods to study Google and Twitter's impact on the online information landscape.",,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000529,Northern Ireland Foundation: FactCheckNI (NIF),https://factcheckni.org/,"NIF runs FactCheck Northern Ireland (FactCheckNI), an online platform dedicated to assessing statements made by Irish politicians and public figures. FactCheckNI provides interactive training on fact-checking for citizens. FactCheckNI is also part of Co-inform, EU's consortium of experts working to address digital literacy in the European Union.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,UK,,Y,Y,,,
G000530,Novetta,https://www.novetta.com/,"Novetta offer cyber analytics to preemptively identify threats, entity analytics to identify bad actors/ influencers, and mission and media analytics to monitor social media and news to identify key patterns and issues in the operating environment. Analysts can use Novetta’s analytics to uncover insights into the dissemination of disinformation on social media platforms and messaging forums. Social platforms can use Novetta’s analytics to identify suspicious posts and accounts associated with disinformation to support their content moderation efforts.",Yes,Technology,Investigations,,,,,North America,USA,,N,Y,,,
G000531,NSF,,,,,,,,,,,,,,,,,
G000532,NU.nl,https://www.nu.nl/nucheckt,Nu.nl conducts fact-checking of online content through its NUCheckt page. The organization is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Europe,Netherlands,,N,Y,,,
G000533,NuCheckt,,,,,,,,,,,,,Y,N,,,
G000534,NuzzleRank,,,,,,,,,,,,,Y,N,,,
G000535,NYC: Media Lab,https://nycmedialab.org/,"NYC Media Lab is a consortium of private companies and New York universities dedicated to advancing innovation in media and technology. NYC Media Lab runs an annual Machines + Media event and convenes a Machines + Media AI Working Group to address issues like automated content moderation, deepfakes, privacy, and AI-driven publishing and distribution.",Yes,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000536,NYU Stern Center for Business and Human Rights,,,,Education/academia,,,,,,North America,USA,,Y,N,,,
G000537,O Truco,,,,,,,,,,,,,Y,N,,,
G000538,ObserLatInf,,,,,,,,,,,,,Y,N,,,
G000539,Observador,https://observador.pt/,Observador is an online news platform that conducts fact-checking and is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Europe,Portugal,,Y,Y,,,
G000540,OFCOM,https://www.ofcom.org.uk,"Ofcom oversees telecommunications, post, broadcast TV and radio (including the BBC’s output), has duties in relation to broadcast advertising and regulates certain online video services. It has a statutory duty to promote media literacy, under which it carries out research into people’s use of online services such as social media and video sharing platforms. In February 2020 the Government announced it was “minded” to grant new powers to Ofcom as the regulator for online harms.",,,,,,,,Europe,UK,,,,,,
G000541,Ojo Bionico,https://ojo-publico.com/ojobionico,"Ojo Biónico is the fact-checking section of Ojo Público, a Peruvian investigative journalism outfit.",,Media,Fact checking,Journalism,,,,South America,Peru,,Y,Y,,,
G000542,Omelas,https://www.omelas.io/,"Omelas works to prevent violence, terrorism recruitment, and the spread of online propaganda by studying behavioral patterns, applying analytics and strategy, and identifying instances and entities who generate content. Omelas is working to map the online information environment as it pertains to disinformation and propaganda.",,Technology,Countermeasures/response,,,,,North America,USA,,N,Y,,,
G000543,Online News Association (ONA),https://journalists.org/,"ONA is currently the largest digital journalism association in the world. They seek to support high quality digital journalism through developing best practices for incorporating technology into journalism and reporting, collecting metrics, and developing new revenue models. Recently, ONA has made efforts to grow their efforts to tackle misinformation and fake news. Its 2019 conference featured a session on ""Preparing for the Future of Deepfakes"" alongside other discussions on local news, misinformation, and digital journalism.",,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000544,Open Government Partnership,,,,,,,,,,,,,,,,,
G000545,Open Information Partnership,https://www.openinformationpartnership.org,"The Open Information Partnership is a network of organisations and individuals across Europe working in open, independent, fact-based reporting.",,Civil Society/NGO,Fact checking,Journalism,,,,Europe,,,N,Y,,,
G000546,Open Society,https://www.opensocietyfoundations.org,,,,,,,,,,,,,,,,
G000547,Open Society European Policy Institute,,,,,,,,,,,,,,,,,
